Offset(P)            #Ptr   #Hnd Access Name
0x000000001fcea368      2      1 ------ \Device\Afd\Endpoint
0x000000001fceb898      2      0 R--rwd \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\URE\bin\xmlreader.dll
0x000000001fcebf10      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc
0x000000001fcec1a0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4927_none_d08a205e442db5b5
0x000000001fcec368      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000001fcec530      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001fcec930      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc
0x000000001fcecaf8     10      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001fcece30      3      1 R--rwd \Device\HarddiskVolume1\Windows\ServiceProfiles\NetworkService\AppData\Roaming\Microsoft\SystemCertificates\My
0x000000001fced038      2      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\winevt\Logs\Microsoft-Windows-TerminalServices-LocalSessionManager%4Admin.evtx
0x000000001fced708      6      0 R--r-- \Device\HarddiskVolume1\Windows\Fonts\DejaVuSans.ttf
0x000000001fcedbc0      2      1 R--rwd \Device\HarddiskVolume1\Users\John Doe\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned
0x000000001fcedf80      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001fcee388     10      0 RW-rwd \Device\HarddiskVolume1\$ConvertToNonresident
0x000000001fceeaf0      6      0 R--rwd \Device\HarddiskVolume1\Windows\System32\msi.dll
0x000000001fceed48      2      1 R--rwd \Device\HarddiskVolume1\Users\John Doe\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned
0x000000001fceef10      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\dxtmsft.dll
0x000000001fcf05e8      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\iepeers.dll
0x000000001fcf1750      9      1 RW-rw- \Device\HarddiskVolume1\Users\John Doe\AppData\Roaming\Microsoft\Windows\Cookies\index.dat
0x000000001fcf1d30      6      0 R--rwd \Device\HarddiskVolume1\Windows\System32\msfeeds.dll
0x000000001fcf3300      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc
0x000000001fcf3710      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc80.mfcloc_1fc8b3b9a1e18e3b_8.0.50727.762_none_43efccf17831d131
0x000000001fcf38d8      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc
0x000000001fcf3aa0      2      1 R--rwd \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Start Menu
0x000000001fcf3c68     15      0 R--rwd \Device\HarddiskVolume1\Program Files\Internet Explorer\iexplore.exe
0x000000001fcf4140     10      0 RWD--- \Device\HarddiskVolume1\Users\John Doe\AppData\Roaming\LibreOffice\3\user\extensions\bundled\registry\com.sun.star.comp.deployment.component.PackageRegistryBackend\common.rdb
0x000000001fcf4308      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\gameux.dll
0x000000001fcf61e8      7      0 R--r-d \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\updatefeed.uno.dll
0x000000001fcf63b0      1      1 R--r-d \Device\HarddiskVolume1\Windows\Fonts\StaticCache.dat
0x000000001fcf6578      7      0 R--rwd \Device\HarddiskVolume1\Windows\System32\mssha.dll
0x000000001fcf6740      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000001fcf6908      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc
0x000000001fcf6ad0      4      0 R--rwd \Device\HarddiskVolume1\Windows\System32\tquery.dll
0x000000001fcf6d28      7      0 R--r-d \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\URE\bin\reflection.uno.dll
0x000000001fcf7268      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001fcf7618      2      1 R--rwd \Device\HarddiskVolume1\Users\John Doe\AppData\Roaming\Microsoft\Windows\Libraries
0x000000001fcf85a0      2      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\FXSRESM.dll.mui
0x000000001fcf8868      1      1 R--r-- \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\resource\ofaen-US.res
0x000000001fcf8a70      2      1 R--rwd \Device\HarddiskVolume1\Users\John Doe\AppData\Roaming\Microsoft\Windows\Printer Shortcuts
0x000000001fcf8cf0      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001fcf8f80      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\UIAnimation.dll
0x000000001fcf9588      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001fcf96e0      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\KernelBase.dll.mui
0x000000001fcf98d8      3      1 R--rwd \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Start Menu
0x000000001fcf9db8     10      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\wuaueng.dll.mui
0x000000001fcfa688      7      0 R--r-- \Device\HarddiskVolume1\Windows\Fonts\tahoma.ttf
0x000000001fcfa780      2      1 R--rwd \Device\HarddiskVolume1\Users\John Doe\AppData\Local\Microsoft\Windows\Burn
0x000000001fcfc038      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wlanapi.dll
0x000000001fcfc178      8      0 R--rwd \Device\HarddiskVolume1\Windows\System32\sstpsvc.dll
0x000000001fcfc5d8     10      1 R--rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010001.dir
0x000000001fcfc990     10      1 R--r-d \Device\HarddiskVolume1\Program Files\Windows Media Player\en-US\wmpnetwk.exe.mui
0x000000001fcfcb78     10      1 R--rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010001.ci
0x000000001fcfcc88      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\mprapi.dll
0x000000001fcfd478      5      0 R--rwd \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\sotlo.dll
0x000000001fcfee58      9      1 RW-rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010007.wid
0x000000001fcffe50      7      0 R--r-d \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\svxlo.dll
0x000000001fd00908      8      0 R--rwd \Device\HarddiskVolume1\autoexec.bat
0x000000001fd009c0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001fd00f18      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc
0x000000001fd01b08      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001fd01e48      2      1 ------ \Device\Afd\Endpoint
0x000000001fd02350      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000001fd02530      8      0 R--r-- \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Wordpad.lnk
0x000000001fd02e20      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\SearchProtocolHost.exe
0x000000001fd03430      2      1 ------ \Device\Afd\Endpoint
0x000000001fd03a00      9      0 -W-rwd \Device\HarddiskVolume1\Users\John Doe\AppData\Local\Microsoft\Windows\Temporary Internet Files\Low\Content.IE5\813BBCSN\lemonde_fr[1].htm
0x000000001fd03c30      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\audiodg.exe.mui
0x000000001fd03f18      2      1 ------ \Device\Afd\Endpoint
0x000000001fd04988      1      0 R--r-- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows.edb
0x000000001fd07688      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ActionCenter.dll
0x000000001fd07c30     10      1 RW-rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\SecStore\CiST0000.000
0x000000001fd09418      7      0 R--rwd \Device\HarddiskVolume1\Windows\System32\msconfig.exe
0x000000001fd09bb0     10      1 RW-rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010005.wsb
0x000000001fd09c68      8      0 R--r-d \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\fileacc.dll
0x000000001fd09e50      9      1 RW-rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010005.wid
0x000000001fd0c920      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wmi.dll
0x000000001fd0ca18     10      1 RW-rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\INDEX.000
0x000000001fd127b0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4927_none_d08a205e442db5b5
0x000000001fd12a00      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc
0x000000001fd13460      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001fd135d8      3      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\winevt\Logs\Microsoft-Windows-Resource-Exhaustion-Detector%4Operational.evtx
0x000000001fd138e0      1      1 ------ \Device\Afd\Endpoint
0x000000001fd15038      2      1 R--rwd \Device\HarddiskVolume1\Users\Public\Desktop
0x000000001fd152d8     10      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\winevt\Logs\Microsoft-Windows-Application-Experience%4Problem-Steps-Recorder.evtx
0x000000001fd15ba8      2      1 R--rwd \Device\HarddiskVolume1\Users\Public\Desktop
0x000000001fd16240     17      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\winevt\Logs\Microsoft-Windows-PrintService%4Admin.evtx
0x000000001fd16f80      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.7600.16385_none_72fc7cbf861225ca
0x000000001fd17038     10      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\winevt\Logs\Microsoft-Windows-Application-Experience%4Program-Compatibility-Assistant.evtx
0x000000001fd17de0      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wercplsupport.dll
0x000000001fd18e20     10      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001fd19178     11      1 RWD--- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\tmp.edb
0x000000001fd196a8      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\bthprops.cpl
0x000000001fd19cc8      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\audiodev.dll
0x000000001fd1b180      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\KernelBase.dll.mui
0x000000001fd1b8b0      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\migwiz\en-US\wet.dll.mui
0x000000001fd1b968      1      1 RW---- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows.edb
0x000000001fd1c038     10      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001fd1c688     10      0 RWD--- \Device\HarddiskVolume1\Users\John Doe\AppData\Roaming\LibreOffice\3\user\extensions\bundled\registry\com.sun.star.comp.deployment.component.PackageRegistryBackend\Windows_x86.rdb
0x000000001fd1c950      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001fd1cba8      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001fd1d550      9      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001fd1d698      6      0 R--rwd \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\MSS.log
0x000000001fd1dd80      1      1 ------ \Device\Afd\Endpoint
0x000000001fd1e928      9      1 RW-rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010003.wid
0x000000001fd1f4d0     10      1 RW-rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010001.wid
0x000000001fd1fc30     10      1 R--rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010003.ci
0x000000001fd232b0      2      1 ------ \Device\Afd\Endpoint
0x000000001fd23368     10      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\jscript.dll.mui
0x000000001fd242e0      1      1 ------ \Device\Afd\Endpoint
0x000000001fd252d0      2      1 ------ \Device\Afd\Endpoint
0x000000001fd25880      2      1 R--rwd \Device\HarddiskVolume1\Users\John Doe\Favorites
0x000000001fd27038      1      0 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\audiodg.exe.mui
0x000000001fd277f8      1      1 ------ \Device\Afd\Endpoint
0x000000001fd28098      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\MMDevAPI.dll.mui
0x000000001fd2ad98      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\twext.dll
0x000000001fd2ae50      7      0 R--rwd \Device\HarddiskVolume1\Windows\System32\ieframe.dll
0x000000001fd2af80     10      1 R--rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010002.dir
0x000000001fd32550     10      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001fd32bc0      2      1 R--rwd \Device\HarddiskVolume1\Users\John Doe\AppData\Roaming\Microsoft\Windows\Start Menu
0x000000001fd34420     10      1 R--rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010002.ci
0x000000001fd34a00     10      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\bthprops.cpl.mui
0x000000001fd34f80      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc
0x000000001fd35e50      1      1 ------ \Device\Afd\Endpoint
0x000000001fd36038      4      0 R--rwd \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\fwilo.dll
0x000000001fd39e90      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\dnsapi.dll.mui
0x000000001fd3ad10      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001fd3ae00      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc
0x000000001fd3af80     10      1 R--rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010004.ci
0x000000001fd3b3c8      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc
0x000000001fd3c508      8      0 R--rwd \Device\HarddiskVolume1\Windows\System32\cmd.exe
0x000000001fd3c908      8      0 R--rwd \Device\HarddiskVolume1\Windows\System32\adsldp.dll
0x000000001fd3cda0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc
0x000000001fd3d410      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001fd3d7a0      8      0 R--r-- \Device\HarddiskVolume1\Windows\Fonts\segoeuib.ttf
0x000000001fd3d968      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc
0x000000001fd3db30      2      1 ------ \Device\NamedPipe\snx_sdesktop_pipe
0x000000001fd3dcf8      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\Syncreg.dll
0x000000001fd40128      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001fd40318      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001fd40570      1      1 R--rw- \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\share\config\images_tango.zip
0x000000001fd407a8      3      1 R--rwd \Device\HarddiskVolume1\Users\John Doe\AppData\Roaming\Microsoft\Windows\Recent
0x000000001fd40b88      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\DeviceCenter.dll
0x000000001fd40f10      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001fd41280      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\dxtrans.dll
0x000000001fd42af8      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\vm3dum.dll
0x000000001fd43498      2      1 R--rwd \Device\HarddiskVolume1\Users\John Doe\AppData\Roaming\Microsoft\Windows\Start Menu
0x000000001fd45498      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001fd461d8      1      1 RW-r-- \Device\HarddiskVolume1\Users\John Doe\AppData\Roaming\LibreOffice\3\user\extensions\bundled\registry\com.sun.star.comp.deployment.component.PackageRegistryBackend\common.rdb
0x000000001fd46360      6      0 R--r-d \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\python26.dll
0x000000001fd46578      1      0 RW-rwd \Device\HarddiskVolume1\Users\John Doe\AppData\Local\Microsoft\Windows\Explorer\thumbcache_idx.db
0x000000001fd46828      1      0 R--r-- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\MSS.log
0x000000001fd46b38      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001fd46cc0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001fd46db8      1      0 RW-rwd \Device\HarddiskVolume1\Users\John Doe\AppData\Local\Microsoft\Windows\Explorer\thumbcache_32.db
0x000000001fd46f40      2      1 RW-rw- \Device\HarddiskVolume1\Users\John Doe\AppData\Roaming\Microsoft\Windows\Cookies\index.dat
0x000000001fd47330      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc
0x000000001fd47548     10      1 RW-rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010006.wid
0x000000001fd485a0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc
0x000000001fd487d8      7      1 R--r-- \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\resource\sfxen-US.res
0x000000001fd48bc0      3      1 R--rwd \Device\HarddiskVolume1\Users\John Doe\AppData\Roaming\Microsoft\Windows\Start Menu
0x000000001fd48cc0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001fd4a800      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000001fd4ab08      2      0 R--rwd \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\xcrlo.dll
0x000000001fd4abc0      4      0 R--rwd \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\utllo.dll
0x000000001fd4aec8      8      0 R--rwd \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\libxml2.dll
0x000000001fd4af80      3      0 R--rwd \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\i18nutilMSC.dll
0x000000001fd4b340      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc
0x000000001fd4b558      8      0 R--rwd \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\System Configuration.lnk
0x000000001fd4bc58      3      0 R--r-d \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\i18npool.uno.dll
0x000000001fd4c090      1      1 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\prodproc.bin
0x000000001fd4c1e8      1      1 RW-rw- \Device\HarddiskVolume1\Users\John Doe\AppData\Local\Microsoft\Feeds\{5588ACFD-6436-411B-A5CE-666AE6A92D3D}~\WebSlices~\Suggested Sites~.feed-ms
0x000000001fd4c3d8      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001fd4c6e8      2      1 ------ \Device\NamedPipe\snx_sdesktop_pipe
0x000000001fd4cea8     17      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001fd4d570      6      0 R--r-d \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\helplinkerlo.dll
0x000000001fd4d7e8      1      1 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\uiext.dll
0x000000001fd4d9d8      8      1 RW-rw- \Device\HarddiskVolume1\Users\John Doe\AppData\Local\Microsoft\Windows\Temporary Internet Files\Content.IE5\index.dat
0x000000001fd4db90     10      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\winevt\Logs\Microsoft-Windows-Application-Experience%4Program-Telemetry.evtx
0x000000001fd4e248      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.mfcloc_1fc8b3b9a1e18e3b_9.0.30729.4148_none_4973eb1d754a9dc9
0x000000001fd4e3d0      8      0 R--rwd \Device\HarddiskVolume1\Windows\System32\spp\plugin-manifests-signed\sppwinob-spp-plugin-manifest-signed.xrm-ms
0x000000001fd4e718      2      1 ------ \Device\NamedPipe\MsFteWds
0x000000001fd4e938      4      0 R--rwd \Device\HarddiskVolume1\Windows\System32\oleacc.dll
0x000000001fd4eac0      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001fd4ecb8      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4927_none_d08a205e442db5b5
0x000000001fd4f1e8      5      0 R--r-d \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\pythonloader.uno.dll
0x000000001fd4f3e0      7      0 R--rwd \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\soffice.exe
0x000000001fd4f5d8      8      0 R--rwd \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\System Tools\Disk Cleanup.lnk
0x000000001fd4f7d0     17      1 RW-r-- \Device\HarddiskVolume1\ProgramData\Microsoft\Windows Defender\Support\MPLog-07132009-215552.log
0x000000001fd4f9c8      5      0 R--r-d \Device\HarddiskVolume1\ProgramData\Microsoft\Windows Defender\Definition Updates\{776985FB-D321-4ADB-9861-B23CEDDC1E55}\mpengine.dll
0x000000001fd4fec8      2      1 ------ \Device\NamedPipe\snx_sdesktop_pipe
0x000000001fd4ff80      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001fd511a8      5      0 R--rwd \Device\HarddiskVolume1\Windows\System32\prncache.dll
0x000000001fd514e0      1      1 ------ \Device\NamedPipe\lsass
0x000000001fd51708      8      0 R----- \Device\HarddiskVolume1\Windows\Prefetch\SEARCHPROTOCOLHOST.EXE-AFAD3EF9.pf
0x000000001fd517c0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001fd519c8      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\SearchFolder.dll
0x000000001fd51ba0      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\WWanAPI.dll
0x000000001fd53768      8      0 R--rwd \Device\HarddiskVolume1\Windows\System32\eapphost.dll
0x000000001fd598c8      7      1 RW-rw- \Device\HarddiskVolume1\Users\John Doe\AppData\Local\Microsoft\Windows\Temporary Internet Files\Low\AntiPhishing\2CEDBFBC-DBA8-43AA-B1FD-CC8E6316E3E2.dat
0x000000001fd59bd8      1      0 RW-rwd \Device\HarddiskVolume1\$PrepareToShrinkFileSize
0x000000001fd5ea40      7      0 R--r-d \Device\HarddiskVolume1\Program Files\Windows Media Player\wmpnetwk.exe
0x000000001fd60278      8      0 R--rwd \Device\HarddiskVolume1\Windows\System32\jscript.dll
0x000000001fd60460      8      0 R--r-d \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\ucpfile1.dll
0x000000001fd608a0      2      1 R--rwd \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\WER\ReportArchive
0x000000001fd61290      2      1 ------ \Device\NamedPipe\snx_sdesktop_pipe
0x000000001fd61348      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\SearchIndexer.exe
0x000000001fd619e0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001fd62790      8      0 R--rwd \Device\HarddiskVolume1\Windows\System32\prnfldr.dll
