Offset(P)            #Ptr   #Hnd Access Name
0x000000001dee60b0      1      1 RW-rw- \Device\HarddiskVolume1\ProgramData\AVAST Software\Avast\log\nshield.log
0x000000001dee6168      5      0 R--r-d \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\AhResNS.dll
0x000000001dee6220      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001dee6610      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001dee68c0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001dee6ac8      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001dee6cf8      5      0 R--r-d \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\AhResWS.dll
0x000000001dee6ee0      4      0 R--r-d \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\AhResMai.dll
0x000000001dee7a68      7      0 R--r-d \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\ashMaiSv.dll
0x000000001dee7b20      6      0 R--r-d \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\AhResP2P.dll
0x000000001dee7bd8      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001dee7f80      4      0 R--r-d \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\AhResStd.dll
0x000000001dee89e0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001dee9558      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001dee9e40     17      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001dee9f80      1      1 RW-r-- \Device\HarddiskVolume1\ProgramData\AVAST Software\Avast\aswResp.dat
0x000000001deea9f0      4      0 R--r-d \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\ArPot.dll
0x000000001deebec8      1      1 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\ArPot.dll
0x000000001deebf80     11      1 RW-r-- \Device\HarddiskVolume1\ProgramData\AVAST Software\Avast\report\BehaviorShield.txt
0x000000001deed510     11      1 RW-r-- \Device\HarddiskVolume1\ProgramData\AVAST Software\Avast\report\EmailShield.txt
0x000000001deee2f8     11      1 RW-r-- \Device\HarddiskVolume1\ProgramData\AVAST Software\Avast\report\FileSystemShield.txt
0x000000001deee798     10      1 R--r-d \Device\HarddiskVolume1\Windows\System32\wlms\en-US\wlms.exe.mui
0x000000001deeee10     11      1 RW-r-- \Device\HarddiskVolume1\ProgramData\AVAST Software\Avast\report\P2PShield.txt
0x000000001deeeec8     11      1 RW-r-- \Device\HarddiskVolume1\ProgramData\AVAST Software\Avast\report\IMShield.txt
0x000000001deef598     11      1 RW-r-- \Device\HarddiskVolume1\ProgramData\AVAST Software\Avast\report\WebShield.txt
0x000000001deeff80      8      0 R--r-- \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Math Input Panel.lnk
0x000000001def07e0      8      0 R--r-d \Device\HarddiskVolume1\Program Files\Common Files\microsoft shared\ink\en-US\mip.exe.mui
0x000000001def0e10      1      0 RW-rwd \Device\HarddiskVolume1\$ConvertToNonresident
0x000000001def0ec8      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\mpr.dll
0x000000001def0f80      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\sfc_os.dll
0x000000001def1038      8      0 R--r-- \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Remote Desktop Connection.lnk
0x000000001def15f8      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001def1c30      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001def1f80      8      0 R--r-d \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\ashWebSv.dll
0x000000001def26f8      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\pnrpnsp.dll
0x000000001def2e88      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\NapiNSP.dll
0x000000001def3038      1      1 ------ \Device\Afd\Endpoint
0x000000001def3c18      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\pnpts.dll
0x000000001defc3c8      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\netutils.dll
0x000000001defc780      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\netapi32.dll
0x000000001defc930      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wkscli.dll
0x000000001defcc70      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001defcef0      5      0 R--rwd \Device\HarddiskVolume1\Windows\System32\desk.cpl
0x000000001defd5f0      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\AltTab.dll
0x000000001defd810      4      1 RW-r-- \Device\HarddiskVolume1\Users\John Doe\AppData\Roaming\LibreOffice\3\user\uno_packages\cache\log.txt
0x000000001defdac8      5      0 R--r-d \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\ucpexpand1.uno.dll
0x000000001defe198      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\tquery.dll.mui
0x000000001defef80      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\samcli.dll
0x000000001deff038     14      1 RW-rw- \Device\HarddiskVolume1\ProgramData\AVAST Software\Avast\URL.db
0x000000001deff8e8      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\rasapi32.dll
0x000000001deffcb8      4      1 R--r-- \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\resource\deploymenten-US.res
0x000000001df00038      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wscapi.dll
0x000000001df002f0     10      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001df00610      7      0 ------ \Device\HarddiskVolume1\Windows\System32\C_1250.NLS
0x000000001df006c8      5      0 ------ \Device\HarddiskVolume1\Windows\System32\C_950.NLS
0x000000001df008d0      7      0 ------ \Device\HarddiskVolume1\Windows\System32\C_1253.NLS
0x000000001df00a20      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\dbghelp.dll
0x000000001df01438      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc
0x000000001df01730     16      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001df01d68      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\rasman.dll
0x000000001df02af8      6      0 R--r-d \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\ashServ.dll
0x000000001df02da0      3      0 R--r-d \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\1033\Base.dll
0x000000001df02f30      3      1 R--rwd \Device\HarddiskVolume1\ProgramData\AVAST Software\Avast
0x000000001df03520      4      0 R--r-d \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\aswLog.dll
0x000000001df035d8      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\cscapi.dll
0x000000001df04158      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\shsvcs.dll
0x000000001df04328      3      0 R--r-d \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\ashTask.dll
0x000000001df05738      3      1 R--rwd \Device\HarddiskVolume1\Windows\System32\drivers\etc
0x000000001df057f0      3      0 R--r-d \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\ashTaskEx.dll
0x000000001df05ab0      6      0 R--r-d \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\aswAux.dll
0x000000001df05b68      6      0 R--r-d \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\aswSqLt.dll
0x000000001df05c50      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001df05dd8      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001df05f80      7      0 R--r-d \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\aswDld.dll
0x000000001df061f0      6      0 R--r-d \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\Aavm4h.dll
0x000000001df062c8      3      0 R--r-d \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\AavmRpch.dll
0x000000001df06438      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001df06538      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001df06908      7      0 R--r-d \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\aswProperty.dll
0x000000001df069c0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001df06b30      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001df06db0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001df06e68     10      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001df0d108      6      0 R--r-d \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\aswStrm.dll
0x000000001df0d5a0     17      1 RW-rw- \Device\HarddiskVolume1\ProgramData\AVAST Software\Avast\Log.db
0x000000001df0da88      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001df0dd90      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001df0df80      6      0 R--r-d \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\aswIdle.dll
0x000000001df0eae0      9      1 R--r-- \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\resource\vclen-US.res
0x000000001df0ef80      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001df0f538      3      1 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\sl_idx.map
0x000000001df0f5f0      1      1 ------ \Device\Afd\Endpoint
0x000000001df0fa38      4      0 R--r-d \Device\HarddiskVolume1\Program Files\Internet Explorer\ieproxy.dll
0x000000001df0fda0      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wscisvif.dll
0x000000001df10038      5      0 R--rwd \Device\HarddiskVolume1\Windows\System32\HelpPaneProxy.dll
0x000000001df10278      9      9 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\aswCmnIS.dll
0x000000001df10330      9      9 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\aswCmnBS.dll
0x000000001df104a8      9      9 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\aswScan.dll
0x000000001df10560      9      9 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\aswCmnOS.dll
0x000000001df10618      9      9 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\list_i.txt
0x000000001df10ec8      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001df10f80      9      9 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\list_d.txt
0x000000001df11038      9      9 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\aswRawFS.dll
0x000000001df113e8      3      0 R--r-d \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\aswCmnOS.dll
0x000000001df114a0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001df11940      5      0 R--r-d \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\aswEngin.dll
0x000000001df119f8     18     10 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\s_nmp.map
0x000000001df11ab0      9      9 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\aswCleanerDLL.dll
0x000000001df11b68     10     10 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\algo.dll
0x000000001df11c20      9      9 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\aswRep.dll
0x000000001df11cd8      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\webio.dll
0x000000001df11e48      9      9 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\aswFiDb.dll
0x000000001df11f80      9      9 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\aswEngin.dll
0x000000001df15038      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001df15220      4      0 R--r-d \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\aswRep.dll
0x000000001df15390      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001df15738      3      0 R--r-d \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\aswScan.dll
0x000000001df157f0      7      0 R--r-d \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\aswFiDb.dll
0x000000001df15c40      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001df15ec8      5      0 R--r-d \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\aswCmnIS.dll
0x000000001df15f80      7      0 R--r-d \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\aswCmnBS.dll
0x000000001df16038      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001df16188     18      9 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\def.ini
0x000000001df16240     18     10 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\l_nmp.map
0x000000001df162f8     17     10 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\lshe3.map
0x000000001df164e8      9      9 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\Sf1.bin
0x000000001df165a0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001df168c0     18     10 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\db_dsql.map
0x000000001df16990     18     10 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\db_mx4.map
0x000000001df16b18     13     10 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\certs.map
0x000000001df16c50     18     10 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\db_dex.map
0x000000001df16d08     18     10 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\sl_nmp.map
0x000000001df16dc0      9      9 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\Sf.bin
0x000000001df16e78     18     10 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\db_elf.map
0x000000001df16f30     17     10 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\acshort.map
0x000000001df17038      9      9 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\db_bhv.map
0x000000001df17188     18     10 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\db_o7.map
0x000000001df172c0     18     10 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\db_xtn.map
0x000000001df17658     18     10 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\db_js.map
0x000000001df17790     18     10 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\db_mx95.map
0x000000001df17978     18     10 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\db_java.map
0x000000001df17db8     18     10 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\db_dyna.map
0x000000001df17f00     18     10 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\db_elfa.map
0x000000001df181f8     18     10 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\db_el.dat
0x000000001df184b0     17     10 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\db_dyna.dat
0x000000001df18568     16     10 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\db_elfa.dat
0x000000001df18750     16     10 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\db_dex.dat
0x000000001df18888     17     10 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\db_js.dat
0x000000001df18a70      9      9 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\db_bhv.dat
0x000000001df18ba8     12     10 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\db_dsql.dat
0x000000001df18c60     18     10 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\db_w6.map
0x000000001df18e48     18     10 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\db_swf.map
0x000000001df190e0     18     10 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\db_ob2.dat
0x000000001df19260     16     10 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\db_mx4.dat
0x000000001df193a8     17     10 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\db_tx.dat
0x000000001df195d0     16     10 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\db_o7.dat
0x000000001df198f0     17     10 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\db_mx95.dat
0x000000001df19a70     16     10 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\db_java.dat
0x000000001df19c60     18     10 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\db_evope.dat
0x000000001df19e48     17     10 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\db_elf.dat
0x000000001df1a200     15     10 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\whitelist.db
